id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
18666,Flat with Sunny Terrace,71615,Mireia And Maria,Sant Martí,el Camp de l'Arpa del Clot,41.40889,2.18555,Entire home/apt,130,3,1,2015-10-10,0.02,29,215
18674,Huge flat for 8 people close to Sagrada Familia,71615,Mireia And Maria,Eixample,la Sagrada Família,41.4042,2.17306,Entire home/apt,60,1,16,2019-08-04,0.21,29,87
21605,Nice and sunny duble room,82522,Meritxell,Sant Martí,el Poblenou,41.4056,2.19821,Private room,33,2,123,2019-07-28,3.10,2,8
23197,FORUM DELUXE 5 MINS WALK  CCIB CENTER & SEA!,90417,Etain (Marnie),Sant Martí,el Besòs i el Maresme,41.41203,2.22114,Entire home/apt,210,3,46,2019-07-21,0.45,2,331
25786,NICE ROOM AVAILABLE IN THE HEART OF GRACIA,108310,Pedro,Gràcia,la Vila de Gràcia,41.40145,2.15645,Private room,45,1,248,2019-07-26,2.26,1,134
31377,"Room for 2,  Sagrada Famili",134698,Svetlana,Horta-Guinardó,el Baix Guinardó,41.41097,2.1707,Private room,42,3,4,2018-03-12,0.08,3,205
31380,"Room for 2-3. Barcelona, Sagrada Famili",134698,Svetlana,Horta-Guinardó,el Baix Guinardó,41.4109,2.17082,Private room,53,3,40,2019-05-12,0.79,3,242
31958,"Gaudi Attic 1, Friendly Rentals",136853,Fidelio,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.4095,2.15938,Entire home/apt,65,1,176,2019-07-18,1.70,39,230
32471,"Gaudi Attic 2, Friendly Rentals",136853,Fidelio,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40928,2.16112,Entire home/apt,77,1,81,2019-07-08,0.77,39,244
32615,"Sunny room, top floor with 2 terraces!",141199,Inge,Les Corts,les Corts,41.3872,2.14088,Private room,30,29,19,2014-05-12,0.17,1,55
32711,Sagrada Familia area - Còrsega 1,135703,Nick,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40464,2.16954,Entire home/apt,140,2,53,2019-07-28,0.54,12,325
34241,Private Double room - Plaza Real,73163,Andres,Ciutat Vella,el Barri Gòtic,41.37916,2.17535,Private room,80,5,8,2013-07-15,0.07,2,241
34981,VIDRE HOME PLAZA REAL on LAS RAMBLAS,73163,Andres,Ciutat Vella,el Barri Gòtic,41.37859,2.1773,Entire home/apt,250,5,139,2019-07-14,1.29,2,155
35379,Double 02 CasanovaRooms Barcelona,152232,Pablo,Eixample,l'Antiga Esquerra de l'Eixample,41.39036,2.15274,Private room,40,2,260,2019-08-05,2.88,4,284
35388,Single 01 CasanovaRooms Barcelona,152232,Pablo,Eixample,l'Antiga Esquerra de l'Eixample,41.39065,2.15196,Private room,30,2,216,2019-08-11,2.16,4,133
35390,Single 02 CasanovaRooms Barcelona,152232,Pablo,Eixample,l'Antiga Esquerra de l'Eixample,41.39153,2.15125,Private room,30,2,211,2019-08-10,2.39,4,302
35392,Double 01 CasanovaRooms Barcelona,152232,Pablo,Eixample,l'Antiga Esquerra de l'Eixample,41.39082,2.15078,Private room,45,2,187,2019-08-08,3.13,4,295
36763,In front of the beach,158596,Ester,Ciutat Vella,la Barceloneta,41.37906,2.19141,Private room,38,2,61,2019-07-29,0.64,1,346
40983,Classical loft close to pedrera!,177617,Joaquin,Eixample,la Dreta de l'Eixample,41.3956,2.16761,Entire home/apt,95,3,292,2019-08-10,2.94,5,0
46153,"CHIC BORN, GREAT LOCATION , FREE WIFI",90417,Etain (Marnie),Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38776,2.17782,Entire home/apt,45,180,2,2018-09-30,0.02,2,314
49968,Sagrada Familia area - Còrsega 2,135703,Nick,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40631,2.16945,Entire home/apt,140,2,37,2019-07-03,0.38,12,316
50066,Sagrada Familia area - Sardenya 1,135703,Nick,Eixample,el Fort Pienc,41.39821,2.17966,Entire home/apt,180,2,54,2019-08-02,0.55,12,268
58512,Stylish & cozy 3BR near Sagrada Familia,280070,Cristina,Sant Martí,el Camp de l'Arpa del Clot,41.41099,2.18119,Entire home/apt,116,5,370,2019-07-20,3.64,1,155
61444,Bright apartment - Rambla Catalunya (HUTB-005863),297545,Anil,Eixample,la Dreta de l'Eixample,41.38901,2.16552,Entire home/apt,105,2,43,2019-06-20,0.59,4,278
66037,Great apartment in  en el Born,323105,Amivelaz,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38322,2.18234,Entire home/apt,190,3,108,2019-07-25,1.05,1,17
67065,"Londres, Friendly Rentals",136853,Fidelio,Eixample,l'Antiga Esquerra de l'Eixample,41.39161,2.15089,Entire home/apt,85,1,77,2019-07-21,0.79,39,252
68547,two beds with private shower 30% off,340570,Atún,Ciutat Vella,el Barri Gòtic,41.38072,2.17811,Private room,49,2,80,2019-07-22,0.79,1,351
70099,"Room with a View, Bcn City Center",353987,Alex,Ciutat Vella,el Raval,41.37828,2.1708,Private room,49,2,341,2019-08-10,3.30,1,293
71520,Charming apartment with fantastic views!,366428,Ariadna,Gràcia,Vallcarca i els Penitents,41.41837,2.13419,Entire home/apt,250,7,1,2011-06-23,0.01,1,363
71553,"SPECIAL GAP PRICE,  NewYork times penthouse flat !",366654,Arian Watermelon Barcelona!,Eixample,el Fort Pienc,41.3974,2.17682,Entire home/apt,140,3,47,2019-03-07,0.46,9,365
71603,MODERNIST PENTHOUSE. 1bedroom apt with terrace,366654,Arian Watermelon Barcelona!,Eixample,la Dreta de l'Eixample,41.39038,2.17606,Entire home/apt,390,3,37,2019-06-02,0.36,9,365
71736,APARTMENT BY MONTHS CITY CENTER MINIMUM 32 NIGHTS,368317,Nacharosa,Ciutat Vella,el Raval,41.38321,2.16656,Entire home/apt,60,32,11,2016-07-14,0.11,6,365
72436,Lugaris Beach Business Apartment,375625,Xavier,Sant Martí,el Poblenou,41.39837,2.20623,Entire home/apt,1000,1,226,2019-07-29,3.73,5,351
72793,RENT BY MONTH COLORIST APARTMENT MINIMUN 32 NITGHS,368317,Nacharosa,Ciutat Vella,el Raval,41.38248,2.16415,Entire home/apt,50,32,2,2014-08-27,0.02,6,345
72794,RENT MONTH FANTASTIC APARTMENT MINIMUM 32 NIGHTS,368317,Nacharosa,Ciutat Vella,el Raval,41.38294,2.16534,Entire home/apt,50,32,8,2014-08-23,0.08,6,345
73455,RAMBLAS ORCHID2 FAMILY APARTMENT,383697,Anna,Ciutat Vella,el Raval,41.38422,2.16701,Entire home/apt,148,2,99,2019-07-09,1.31,20,289
73683,Sagrada Familia area for 12 people,135703,Nick,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40506,2.17081,Entire home/apt,300,2,157,2019-07-26,1.57,12,308
73692,Rustic apartment : Rambla Catalunya (HUTB-005863),297545,Anil,Eixample,la Dreta de l'Eixample,41.39108,2.16521,Entire home/apt,105,2,36,2019-05-12,0.42,4,309
73693,Huge family apt with patio: Central (HUTB-005825),297545,Anil,Sants-Montjuïc,el Poble Sec,41.37163,2.16591,Entire home/apt,65,2,39,2019-07-14,0.61,4,270
74562,Cute Suite near the MACBA,382031,Lisette,Ciutat Vella,el Raval,41.38255,2.16836,Private room,70,3,191,2019-08-04,1.86,1,317
75003,130. Hércules Pequeño 41,396363,Oscar And Diego,Eixample,la Sagrada Família,41.40445,2.17765,Entire home/apt,159,2,10,2019-05-20,0.10,98,331
75411,Sagrada Familia Clot Patio,400154,Mireia,Sant Martí,el Clot,41.40825,2.18729,Entire home/apt,125,3,27,2019-06-02,0.29,5,71
80004,Parc Montjuic HUTB (Phone number hidden by Airbnb),431839,Xavier,Sants-Montjuïc,el Poble Sec,41.37188,2.16656,Entire home/apt,107,4,119,2019-07-30,1.19,1,103
83283,★PLAZA ©ATALUÑA ®oom x2 + private bath®oom+wifi,700165,Wonderful Barcelona,Eixample,Sant Antoni,41.38227,2.16141,Private room,59,3,102,2019-07-30,1.01,4,78
89756,"BCN-RENTALS RAMBLA 1, just 7-10 min to Ramblas",488117,David Y Maria,Ciutat Vella,el Raval,41.37815,2.16894,Entire home/apt,350,6,15,2018-08-31,0.18,6,267
89776,Modernist flat Downtown Casa Estapé | Barcelona,488151,Calie,Eixample,el Fort Pienc,41.39377,2.1795,Entire home/apt,65,3,306,2019-07-28,3.24,1,248
95719,Lovely room to rent in El Gotico,509260,Dalila,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.3839,2.18011,Private room,53,2,217,2019-08-09,2.15,1,306
97529,CENTRAL  FURNISHED 1 ENSUITE BEDROOM APARTMENT,497450,Francesc,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40906,2.16539,Entire home/apt,40,32,63,2019-07-15,0.67,1,131
100256,"BARCELONA CENTRO EN LA PLAYA ,WIFI",527201,Peca,Ciutat Vella,la Barceloneta,41.37983,2.19249,Entire home/apt,100,2,50,2019-01-01,0.57,2,149
104485,Best Location guarantee!,543801,Pinar,Eixample,l'Antiga Esquerra de l'Eixample,41.39119,2.15641,Private room,35,2,181,2017-11-30,1.86,1,320
109462,026. Industria Ático Apartment,396363,Oscar And Diego,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40264,2.16717,Entire home/apt,135,2,2,2019-05-17,0.38,98,332
110041,002. Alió 2 Apartment,396363,Oscar And Diego,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40244,2.16564,Entire home/apt,135,2,10,2019-06-05,0.12,98,324
110098,023. Gignàs Gótic Apartment,396363,Oscar And Diego,Ciutat Vella,el Barri Gòtic,41.3805,2.17932,Entire home/apt,135,2,14,2019-07-22,0.15,98,291
112538,Design Flat in the very center 5.3,567180,Sandra,Eixample,la Sagrada Família,41.40549,2.17368,Entire home/apt,200,4,79,2019-06-23,0.80,13,55
117010,Spacious Flat near Sagrada Familia,567180,Sandra,Eixample,la Sagrada Família,41.40745,2.17401,Entire home/apt,220,2,35,2018-11-21,0.36,13,104
118228,Design Flat in the very center,567180,Sandra,Eixample,la Sagrada Família,41.40593,2.17575,Entire home/apt,230,2,15,2017-02-19,0.16,13,53
119546,BCN HUGEROOM DTOWN PRIVATE BATHROOM.,603336,Kiko,Ciutat Vella,el Raval,41.37969,2.16532,Private room,80,3,299,2019-08-06,2.99,1,310
128463,Private Suite in residential area!!,635253,Sebastian,Sants-Montjuïc,Sants,41.37242,2.13637,Private room,45,3,253,2019-08-05,2.62,1,251
130227,Spacious Room with Pool and Terrace,641496,Dolors,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.40646,2.21282,Private room,50,2,98,2019-07-26,1.52,1,185
135513,APARTMENT AT RAMBLA POBLE NOU AND BEACH,664196,Teresa,Sant Martí,el Poblenou,41.39841,2.20613,Entire home/apt,80,2,119,2019-08-08,1.24,1,331
136670,"double Room -UPC, ESADE, Barça, Real Club Tennis",610674,Maria,Les Corts,Pedralbes,41.38846,2.12351,Private room,35,3,125,2019-07-09,1.30,5,219
138055,Design Flat in the Very Center,567180,Sandra,Eixample,la Sagrada Família,41.40764,2.17573,Entire home/apt,250,3,90,2019-07-28,2.29,13,0
144471,★BEST ZONE★PL.CATALUÑA ★ROOM X 2★BATHROOM +WIFI,700165,Wonderful Barcelona,Eixample,Sant Antoni,41.38226,2.15898,Private room,59,3,35,2019-04-29,0.35,4,73
147275,1 Room INDIVIDUAL in Barcelona,711907,Antuan,Horta-Guinardó,el Guinardó,41.42318,2.17501,Private room,14,4,86,2019-07-14,1.66,1,281
153376,Single room. central and quite,737399,Omar,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38792,2.17768,Private room,65,2,4,2019-07-22,1.71,1,0
154281,"Nice bedroom in a Loft, El Raval",742068,R&M,Ciutat Vella,el Raval,41.37799,2.17281,Private room,50,3,264,2019-07-28,2.75,2,132
154437,Charming room  Diagonal wifi 100 Mb,474355,Annais,Eixample,l'Antiga Esquerra de l'Eixample,41.39106,2.1509,Private room,39,7,74,2019-08-06,0.76,1,122
158238,CENTRAL Wi Fi  w/TERRASSE 8 people,759411,Raquel,Les Corts,les Corts,41.38416,2.13636,Entire home/apt,150,2,115,2019-07-14,1.17,3,246
162091,Cosy Apartment in Sagrada Familia,567180,Sandra,Eixample,la Sagrada Família,41.40532,2.17427,Entire home/apt,149,2,41,2018-12-09,0.46,13,19
163490,"AMAZING COZY 2Bd, PLAZA CATALUÑA!",713364,Horacio,Eixample,la Dreta de l'Eixample,41.39106,2.17662,Entire home/apt,160,3,149,2019-07-27,1.70,1,81
164456,Bedroom+pvt bathroom+pvt living,784341,Paola,Ciutat Vella,el Barri Gòtic,41.38341,2.17257,Private room,60,10,97,2019-07-07,1.02,2,234
171646,Sagrada Familia Clot Atico,400154,Mireia,Sant Martí,el Clot,41.40696,2.18711,Entire home/apt,105,3,38,2019-08-03,0.50,5,71
171816,Sagrada Familia Clot Vista,400154,Mireia,Sant Martí,el Camp de l'Arpa del Clot,41.40828,2.18622,Entire home/apt,115,3,9,2019-07-05,0.12,5,214
174382,Design Flat in The Very Center,567180,Sandra,Eixample,la Sagrada Família,41.40616,2.17423,Entire home/apt,149,2,10,2019-07-12,1.48,13,0
179488,Room for rent in BCN/ non smoker,859557,Montse,Sant Andreu,Sant Andreu,41.43351,2.19424,Private room,22,1,10,2019-03-19,1.34,2,0
179550,Room for rent in BCN/ non smoker,859557,Montse,Sant Andreu,Sant Andreu,41.43484,2.19234,Private room,20,10,6,2016-12-01,0.06,2,131
179619,Affordable Barcelona for you!,860071,Joan,Sants-Montjuïc,Sants,41.37151,2.13607,Private room,27,3,50,2018-09-28,0.52,3,223
180293,Ally`s Guest House Barcelona,863772,Graciela,Eixample,la Dreta de l'Eixample,41.39847,2.16452,Private room,50,2,1,2012-05-05,0.01,1,245
181824,Double bedroom with terrace + pool,852032,Brais,Sant Martí,Provençals del Poblenou,41.40846,2.2042,Private room,49,2,261,2019-07-23,2.68,1,69
184516,lovely huge 30mq room with pvt bathroom,784341,Paola,Ciutat Vella,el Barri Gòtic,41.38199,2.17357,Private room,80,3,47,2019-07-17,0.49,2,16
186540,Fully equipped loft near Sagrada Familia,896554,Josep Lluís,Sant Martí,el Clot,41.41076,2.19078,Entire home/apt,34,32,10,2019-05-08,0.27,1,79
186542,Lovely and sunny double room in BCN,896372,Marina,Eixample,la Dreta de l'Eixample,41.39326,2.17386,Private room,33,2,49,2013-06-20,0.50,1,131
186598,Double room and cozy,896690,Mona,Ciutat Vella,el Raval,41.3818,2.16527,Private room,50,2,364,2019-07-26,3.80,1,264
188267,SPECIAL GAP PROMOTION  3 BR Balconies at center,366654,Arian Watermelon Barcelona!,Eixample,la Dreta de l'Eixample,41.39368,2.17614,Entire home/apt,340,3,78,2019-07-19,0.82,9,365
190348,Apartment with large terrace,919480,Elisa,Les Corts,Pedralbes,41.39009,2.12588,Private room,46,7,1,2016-06-09,0.03,1,0
193923,Single room in the real Barcelona,939590,Mónica,Horta-Guinardó,Horta,41.43846,2.1556,Private room,20,3,119,2019-07-30,1.23,1,323
194460,Double Private room with breakfast near the beach,944355,Luis Alberto,Sant Martí,el Besòs i el Maresme,41.41431,2.21686,Private room,21,2,305,2019-07-17,3.24,1,258
196021,Old-time-charm apartment with patio!,953719,Maria,Eixample,l'Antiga Esquerra de l'Eixample,41.38796,2.15946,Entire home/apt,310,5,240,2019-07-28,2.50,2,290
196196,Large Flat next to Sagrada Familia,567180,Sandra,Eixample,la Sagrada Família,41.40625,2.17512,Entire home/apt,220,30,88,2019-04-28,0.91,13,18
198958,STUNNING sea view + pool Barcelona!,971768,Akira,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.40735,2.21294,Entire home/apt,190,1,54,2019-06-10,0.61,15,88
199422,Modern apt near beach & city center,971768,Akira,Eixample,el Fort Pienc,41.3969,2.1823,Entire home/apt,75,1,67,2019-07-31,0.70,15,51
199794,Centric Double Room Private Bathroom - month  rent,440825,Teresa,Eixample,l'Antiga Esquerra de l'Eixample,41.38336,2.15853,Private room,35,1,86,2019-07-16,1.18,1,253
201958,Lux Apartment,177617,Joaquin,Ciutat Vella,el Barri Gòtic,41.38802,2.17301,Entire home/apt,100,32,23,2018-12-01,0.24,5,111
206122,Amazing Loft in BCN Center (B0132),1013855,Alejandro,Gràcia,la Vila de Gràcia,41.3984,2.15801,Entire home/apt,179,3,159,2019-08-03,1.70,7,310
206167,"BRIGHT, COMFY AND CENTRAL",1014050,Minerva,Sants-Montjuïc,el Poble Sec,41.37406,2.16524,Entire home/apt,120,3,83,2019-07-29,0.88,1,225
206846,Duplex studio near Picasso Museum,612665,Oscar,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38743,2.17847,Entire home/apt,128,31,73,2019-08-03,0.80,8,270
209673,Sweet Apartment in Gràcia district!,1033366,Elena,Gràcia,la Vila de Gràcia,41.39895,2.15742,Entire home/apt,77,2,235,2019-07-31,2.92,1,301
213296,Big/Centric Room-Palau de la Musica,1100014,Sol,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38771,2.1763,Private room,40,3,273,2019-07-24,3.10,3,308
213368,Lovely room Barcelona up 2 people,1037730,Elisagela Cristina,Gràcia,la Salut,41.413,2.159,Private room,55,2,48,2019-07-25,0.51,2,343
213581,Room Centric + Personal Dressing,1100014,Sol,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38818,2.17571,Private room,32,3,226,2019-07-27,2.47,3,304
214970,Cozy Room in central flat Barcelona,1110014,Janeth,Sants-Montjuïc,el Poble Sec,41.37171,2.16412,Private room,35,4,130,2019-08-03,1.49,1,300
216699,SUPER CENTRAL CUTE DOUBLE ROOM+TERRACE!,1118232,Fran,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38484,2.17796,Private room,42,6,285,2019-04-23,3.08,1,6
218503,"Single room next to Bogatell Beach / 单间,旁边的海滩",1130143,Jan,Sant Martí,el Poblenou,41.39765,2.20739,Private room,30,3,50,2019-07-22,0.57,2,226
228638,Dble room in BCN with yoga shala,1190018,Maria Y Lucas,Gràcia,Vallcarca i els Penitents,41.41153,2.14695,Private room,40,2,16,2016-08-22,0.18,1,32
232400,DESIGNER DUPLEX SPA & TERRACE,4369049,Ariadna,Gràcia,la Vila de Gràcia,41.39745,2.1549,Entire home/apt,95,3,267,2019-07-20,2.97,2,281
234375,ATTIC VIEWS SAGRADA FAMILIA,1227290,Francesca,Eixample,el Fort Pienc,41.39918,2.1752,Entire home/apt,105,5,30,2019-07-18,0.80,1,128
238703,Comfy Flat in Sagrada Familia,567180,Sandra,Eixample,la Sagrada Família,41.40571,2.17505,Entire home/apt,149,2,62,2018-08-13,1.00,13,64
239492,CozyRoom&Garden Priv.Bathroom AC,1255733,Antonia,Sants-Montjuïc,el Poble Sec,41.37026,2.16103,Private room,44,4,186,2019-07-28,1.98,2,36
239821,"APARTAMENT BCN MIRALL, in the best neighborhood",1257705,José Luis,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39607,2.14534,Entire home/apt,142,1,25,2018-04-06,0.46,3,312
250016,"Excellent - 3 bedrooms, 2 bathrooms - Gothic",1310304,Luis,Ciutat Vella,el Barri Gòtic,41.38732,2.17367,Entire home/apt,65,45,2,2019-05-17,0.02,29,247
251424,NICE ROOMS FOR RENT IN BARCELONA,1318630,Olga,Eixample,la Dreta de l'Eixample,41.38957,2.1625,Private room,45,2,47,2019-02-26,0.75,4,224
252232,Nice apartment with POOL BARCELONA,1298586,Kristjan Y Ana,Sant Martí,Sant Martí de Provençals,41.41531,2.20069,Entire home/apt,83,2,104,2019-06-28,1.15,6,111
255195,Lightly apartment with balcony to Las Ramblas,1310304,Luis,Ciutat Vella,el Raval,41.38151,2.17187,Entire home/apt,41,32,12,2014-06-11,0.13,29,241
256354,tranquila room in cosy flat....,1348378,Lidia,Gràcia,Vallcarca i els Penitents,41.41446,2.13945,Private room,23,30,44,2019-07-26,0.49,2,241
256628,"Cozy bedroom in a loft, el Raval.",742068,R&M,Ciutat Vella,el Raval,41.37654,2.17385,Private room,40,3,230,2019-07-21,2.49,2,136
256677,Barcelona Center!The Gothic Area,1350468,Petrutz,Ciutat Vella,el Barri Gòtic,41.38065,2.17629,Private room,50,3,141,2019-08-05,1.60,1,321
256982,Centric spacious nostalgic Room,1352184,Jasmin,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38406,2.17926,Private room,40,3,99,2019-08-08,1.12,1,326
261750,THEVINTAGERENTALS Delux 5 bedrooms Pg de Gracia,1369675,Javier,Gràcia,la Vila de Gràcia,41.39809,2.15839,Entire home/apt,350,3,12,2019-07-21,0.13,3,338
264125,Sagrada Familia 5' Metro WIFI fibre,1377744,Esther & Gemma,Sant Martí,el Camp de l'Arpa del Clot,41.41242,2.17624,Entire home/apt,89,4,219,2019-07-26,2.42,2,301
265491,Beach room amazing view in center,1392322,Kitty,Ciutat Vella,la Barceloneta,41.37707,2.18787,Private room,80,3,153,2019-08-04,1.76,1,59
265607,Sunny Spacious Sardenya free WiFi - HUTB-015374,1367370,Karen,Eixample,el Fort Pienc,41.39795,2.18135,Entire home/apt,175,3,44,2019-07-08,0.51,2,19
267816,Luxury Motor Yacht in Barcelona Port Olímpic near Casino,1404293,Sergio,Ciutat Vella,el Barri Gòtic,41.379,2.18327,Entire home/apt,900,2,21,2019-05-20,0.24,1,350
268017,Cosy apartment 3 bedrooms,1405013,"Bcn Clols Apartments, S.L.",Eixample,la Dreta de l'Eixample,41.3939,2.17154,Entire home/apt,179,2,8,2019-05-13,0.09,15,128
268022,Charming 3 bedrooms apartment,1405013,"Bcn Clols Apartments, S.L.",Eixample,la Dreta de l'Eixample,41.39288,2.16987,Entire home/apt,179,2,9,2019-05-02,0.28,15,145
268417,Cozy Room near the Center. 2 línes underg.Eixample,1406951,Salva,Eixample,la Nova Esquerra de l'Eixample,41.37687,2.14979,Private room,36,3,183,2019-07-29,2.57,1,181
269467,Sunny and quiet Loft next to Sagrada Familia,1411775,Jeremies,Eixample,la Sagrada Família,41.40338,2.17685,Entire home/apt,110,7,44,2019-07-22,2.24,3,322
270050,Double Room in El vaixell de paper,1414100,Xavier,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38466,2.18,Private room,48,1,409,2019-07-25,4.36,2,90
271996,GR Apartment near Sagrada Familia,155686,Sonia,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40279,2.16612,Entire home/apt,51,31,13,2018-08-15,0.14,2,209
272282,Exquisito apartamento con espacios abiertos y luz,1425070,Mar,Eixample,la Nova Esquerra de l'Eixample,41.38237,2.15769,Entire home/apt,290,3,269,2019-08-01,3.11,1,45
273229,Confortable and very well located,1429552,Marta,Eixample,Sant Antoni,41.37704,2.15782,Entire home/apt,72,7,124,2019-07-11,1.41,1,234
273932,Oriental Design apartment,1432835,Angel,Eixample,l'Antiga Esquerra de l'Eixample,41.39053,2.15794,Entire home/apt,100,3,154,2019-06-19,1.68,37,114
275336,Charming 3BR just off Gran Via,1435464,Jaume,Eixample,la Nova Esquerra de l'Eixample,41.38294,2.15728,Entire home/apt,130,3,90,2019-08-10,1.06,20,330
275346,Sunny terrace penthouse by Camp Nou Free Nespresso,1435464,Jaume,Sarrià-Sant Gervasi,Sarrià,41.3924,2.12314,Entire home/apt,215,3,39,2019-06-24,0.45,20,335
275350,"Parsifal-Front Row Seat on La Rambla, Blend of Character and Modernity",1435464,Jaume,Ciutat Vella,el Raval,41.3796,2.17352,Entire home/apt,100,32,48,2019-07-02,0.72,20,302
275889,La Rambla Zen 1BR apt in Center,1435464,Jaume,Ciutat Vella,el Raval,41.38191,2.1714,Entire home/apt,72,32,9,2018-10-20,0.10,20,180
276324,COMFORTABLE IN GRACE APARTMENT ,1443815,Francisca,Gràcia,la Vila de Gràcia,41.40098,2.16085,Entire home/apt,106,5,50,2019-08-08,0.56,1,321
276527,Nice rustic apartament - Parc Güell,1444707,Jesus,Gràcia,el Coll,41.42027,2.14873,Entire home/apt,60,2,313,2019-07-26,3.43,2,199
278036,Big Sunny Room - Paseo de Gracia,1451449,Pedro & Rita,Eixample,la Dreta de l'Eixample,41.3902,2.16674,Private room,45,5,160,2019-07-23,1.79,7,49
279439,Cozy room for 3 in city center (Room #1),1457147,Piero,Ciutat Vella,el Raval,41.37889,2.17314,Private room,50,2,135,2019-08-07,1.48,3,41
281978,Big Private Room - Paseo de Gracia,1451449,Pedro & Rita,Eixample,la Dreta de l'Eixample,41.39111,2.16677,Private room,45,5,110,2019-07-20,1.19,7,53
281985,Medium Sise Room - Paseo de Gracia,1451449,Pedro & Rita,Eixample,la Dreta de l'Eixample,41.39316,2.16559,Private room,30,5,147,2019-07-23,1.59,7,33
282679,"Charming Penthouse,two amazing terraces",1354169,Valentin,Eixample,Sant Antoni,41.38034,2.15823,Entire home/apt,225,4,24,2019-07-26,0.28,3,315
283231,FANTASTIC20m2TerraceVIEW-@800m BEACH/BORN/GOTIC,1475411,Francesco,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.39121,2.18665,Entire home/apt,85,1,184,2019-08-05,2.01,1,248
286105,Room at Gran Via Barcelona Spain,1489008,Anne Li,Eixample,el Fort Pienc,41.40034,2.183,Private room,40,30,1,2014-06-03,0.02,1,224
287294,Sailing Dreams Barcelona!,1174446,Sailing Dreams,Sant Martí,la Vila Olímpica del Poblenou,41.38561,2.20086,Entire home/apt,196,2,39,2018-10-26,0.43,1,274
288034,SEPTEMBER BARCELONA QUIET & WITH TERRACE NICE FLAT,1447144,Acomodis Apartments,Eixample,la Nova Esquerra de l'Eixample,41.38791,2.15064,Entire home/apt,80,3,16,2019-07-14,0.18,80,326
288781,Private terrace in Old town,1411775,Jeremies,Ciutat Vella,el Raval,41.37806,2.16472,Entire home/apt,47,32,0,,,3,365
289405,MAGIC ROOM IN GÒTIC *1! CENTRE!,1503151,Laia,Ciutat Vella,el Barri Gòtic,41.38178,2.17463,Private room,30,32,5,2017-08-14,0.05,83,364
289600,MAGIC ROOM GOTIC * 2! CITY CENTRE!,1503151,Laia,Ciutat Vella,el Barri Gòtic,41.38296,2.17411,Private room,33,32,1,2014-06-30,0.02,83,256
289616,MAGIC ROOM CITY CENTER! * GÒTIC 5!,1503151,Laia,Ciutat Vella,el Barri Gòtic,41.38373,2.17412,Private room,23,32,2,2018-02-22,0.02,83,211
289761,MAGIC ROOM GOTIC * 6! CITY CENTRE!,1503151,Laia,Ciutat Vella,el Barri Gòtic,41.38292,2.17422,Private room,23,32,0,,,83,211
290592,Views SagradaFamilia + metro + WIFI,1377744,Esther & Gemma,Eixample,la Sagrada Família,41.41087,2.17644,Entire home/apt,69,4,218,2019-08-02,2.45,2,290
295200,Gaudi view´s Attic with private terrace,612665,Oscar,Gràcia,la Vila de Gràcia,41.40771,2.15987,Entire home/apt,110,3,144,2019-07-27,1.57,8,200
296287,Nice room in Barcelona Gòtic (3),1503151,Laia,Ciutat Vella,el Barri Gòtic,41.38295,2.17484,Private room,20,32,10,2019-08-10,2.97,83,0
297066,"3 rooms, 2 bathrooms in the touristic city centre",1541784,Aga,Sants-Montjuïc,el Poble Sec,41.37336,2.16997,Entire home/apt,126,1,547,2019-08-10,6.03,1,306
302179,Cozy apartment in the city center,1432835,Angel,Eixample,l'Antiga Esquerra de l'Eixample,41.38519,2.16105,Entire home/apt,90,3,152,2019-07-26,1.77,37,102
302440,Ramblas Romantic studio,942210,Pia,Ciutat Vella,el Raval,41.38486,2.16841,Entire home/apt,45,32,21,2019-07-26,0.23,4,332
305213,PLATANEROS - BRIGHT CENTRAL APT,1570247,Irene,Eixample,Sant Antoni,41.37669,2.16532,Entire home/apt,126,5,243,2019-08-03,2.79,1,143
