id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
1073748,"MAGIC PLACE IN BARCELONA, WITH POOL",5159312,Antonio & Mauro,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",41.41517,2.10585,Entire home/apt,175,3,84,2019-07-14,1.10,1,304
1074936,Apartamento Gran vía Classic BC HUTB-003954,3533078,Carlos Y Raquel,Eixample,la Dreta de l'Eixample,41.39371,2.17378,Entire home/apt,155,2,25,2019-08-03,0.49,2,310
1075855,Family Friendly Spacious flat 150m2,5919250,Frédérique,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40867,2.1632,Entire home/apt,140,2,162,2019-07-27,2.24,1,297
1077851,Entire Park Güell area apt. Great for families.,2110700,Anna,Horta-Guinardó,la Teixonera,41.42306,2.14851,Entire home/apt,78,2,217,2019-07-26,2.98,1,240
1078049,"Eixample, Valeri 1",14580203,Brummell,Eixample,l'Antiga Esquerra de l'Eixample,41.3844,2.15891,Entire home/apt,150,2,50,2019-07-05,0.66,5,125
1079887,Trendy apartment in BCN centre,542867,Gabriela & Miguel,Eixample,la Nova Esquerra de l'Eixample,41.38475,2.14596,Entire home/apt,89,2,119,2019-07-27,1.55,2,305
1082656,Apartment with big Terrace Eixample,5947431,Klaus,Eixample,la Dreta de l'Eixample,41.39616,2.17179,Entire home/apt,149,3,49,2019-07-21,0.64,4,148
1083115,Cozy bedroom in Plaza España,5954956,Joan Quim I William Solano,Sants-Montjuïc,el Poble Sec,41.37379,2.15704,Private room,30,2,170,2019-07-16,2.24,2,97
1085376,LOVELY APARTMENT IN TRIUMPH ARCH,5966973,Sonia,Eixample,el Fort Pienc,41.39566,2.18092,Entire home/apt,56,1,291,2019-08-03,3.88,1,283
1085881,Bright and modern apartment Near BCN Beach (B1222),1013855,Alejandro,Sant Martí,la Vila Olímpica del Poblenou,41.39387,2.19369,Entire home/apt,138,3,127,2019-05-20,1.73,7,297
1091090,Loft Gracia sleeps 4 (Libertad 2),3971935,Carmen,Gràcia,la Vila de Gràcia,41.39974,2.16123,Entire home/apt,80,5,28,2019-07-26,0.44,2,307
1091258,Lovely room by the Sagrada Familia,5995906,Mireia,Eixample,la Sagrada Família,41.40078,2.17333,Entire home/apt,35,29,35,2019-08-09,0.46,1,289
1092321,APARTMENT NEXT TO SAGRADA FAMILIA,2903308,Joana,Eixample,la Dreta de l'Eixample,41.39938,2.17121,Entire home/apt,125,5,151,2019-07-27,2.04,1,332
1092780,Cozy apartment in the ❤ of Gracia - 6 persons,6057270,Alex,Gràcia,la Vila de Gràcia,41.40125,2.15843,Entire home/apt,69,2,285,2019-07-28,3.90,9,123
1093633,I rent a single room in Gothic Quarter,6008627,Montse,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38506,2.18276,Private room,40,1,33,2019-07-31,0.44,1,280
1093949,Private double room in Sagrada Flia´s chaflan,3493657,Jordi,Eixample,la Sagrada Família,41.40602,2.17853,Private room,77,2,43,2019-08-04,0.86,2,73
1094023,"Cozy and luminous room, in a catalan chaflan",3493657,Jordi,Eixample,la Sagrada Família,41.40625,2.17874,Private room,59,2,64,2019-07-26,1.02,2,2
1094534,Nice Double Bedroom near Feria de Barcelona.,5509819,Pepita,Eixample,Sant Antoni,41.37652,2.15312,Private room,59,3,66,2019-07-27,0.87,3,348
1094547,Single Bedroom level near Feria de Bacelona,5509819,Pepita,Eixample,Sant Antoni,41.37655,2.15275,Private room,40,3,76,2019-07-14,1.01,3,70
1094548,Spacious  apartment with terrace,5107063,Laia,Gràcia,la Vila de Gràcia,41.40761,2.15776,Entire home/apt,95,1,197,2019-08-03,2.63,9,334
1094604,Diagonal 111 - Poble Nou - 22@,4193061,Liliana,Sant Martí,el Poblenou,41.4074,2.20328,Private room,95,4,11,2017-06-05,0.14,1,353
1094847,New 1BR apartment in the best area of Barcelona,2537484,Enrique,Sarrià-Sant Gervasi,Sarrià,41.40078,2.12038,Entire home/apt,62,1,177,2019-07-26,2.33,4,332
1096719,Rooms for rent  from 25 /07 2019 to 25/09/2019,6026513,Sonia,Eixample,Sant Antoni,41.37741,2.16074,Private room,40,3,9,2019-08-08,0.12,1,72
1098571,Plz REAL (Sq) kIT,5223863,Mercedes,Ciutat Vella,el Barri Gòtic,41.37963,2.17513,Private room,49,1,657,2019-08-05,8.63,3,231
1098894,"Exquisite, Palatial Home in Eixample",4226509,Eva,Eixample,l'Antiga Esquerra de l'Eixample,41.38936,2.15869,Entire home/apt,360,4,120,2019-07-31,1.58,2,230
1099498,Nice room near Paseo de Gracia,6040402,Michel,Eixample,la Dreta de l'Eixample,41.39449,2.17313,Private room,42,3,254,2019-07-29,3.36,1,303
1100121,BERGA,6042913,Sofia,Gràcia,la Vila de Gràcia,41.40202,2.15166,Entire home/apt,80,2,321,2019-07-30,4.25,1,202
1100506,The best value for money  Barcelona - Red,4805453,Juan,Sant Martí,el Parc i la Llacuna del Poblenou,41.39323,2.19027,Private room,59,2,347,2019-07-26,4.56,2,150
1101942,"Habitación doble, la mejor ubicación!!",6035310,Mar,Eixample,la Nova Esquerra de l'Eixample,41.37911,2.1475,Private room,29,2,6,2019-08-09,0.81,2,180
1102197,FIRA BARCELONA View Montjuic 2,3243301,Harry,Sants-Montjuïc,la Marina de Port,41.3577,2.14386,Entire home/apt,80,3,41,2019-06-09,0.60,2,337
1102498,Tranquilo piso reformado - HUTB5948,6055609,Marta,Eixample,la Dreta de l'Eixample,41.39986,2.16384,Entire home/apt,91,5,101,2019-08-03,1.34,1,292
1102747,Luxury Skyline with amazing views,1986299,Clickandflat,Eixample,la Dreta de l'Eixample,41.39582,2.17482,Entire home/apt,120,1,96,2019-07-28,1.28,18,82
1102856,All new apartment near Park Güell - 4 persons,6057270,Alex,Horta-Guinardó,Can Baró,41.41529,2.16147,Entire home/apt,59,2,339,2019-07-12,4.51,9,289
1104197,Beautiful bright single room,5583741,Soledad,Sant Andreu,la Sagrera,41.42374,2.18778,Private room,30,2,242,2019-08-05,3.46,2,324
1106222,Next Plaza España & Fira Barcelona,2041901,Dani,Sants-Montjuïc,Hostafrancs,41.37126,2.14372,Entire home/apt,85,3,59,2019-07-26,0.79,15,331
1106433,Habitación y piso exterior muy luminoso,6074635,Isabel,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38858,2.17893,Private room,50,2,15,2019-07-14,0.20,1,308
1106731,ALQUILO HABITACIÓN DOBLE  POR DIAS,5840078,Maricarmen,Eixample,la Nova Esquerra de l'Eixample,41.38571,2.14531,Private room,43,4,20,2019-07-08,0.42,3,77
1106987,NICE ROOM IN VILA OLIMPICA,6077682,Conchi,Sant Martí,la Vila Olímpica del Poblenou,41.39001,2.19572,Private room,34,1,201,2019-08-07,2.65,1,81
1109264,Gaudi Double Room+Centric +WiFi,2603961,Jessy Y Gladys,Eixample,la Nova Esquerra de l'Eixample,41.37865,2.15326,Private room,21,1,214,2019-07-21,2.80,6,319
1109398,ROOM IN THE CITY CENTER AVAILABLE 1st December,4249440,Miguel,Eixample,l'Antiga Esquerra de l'Eixample,41.38786,2.16072,Private room,35,31,8,2018-07-15,0.11,2,364
1109610,Lovely loft with garden in Gracia,6090865,Virginia,Gràcia,la Vila de Gràcia,41.40172,2.16009,Entire home/apt,70,30,7,2018-10-03,0.17,1,323
1109989,Modern / FreeParking / NewBuilding,6092480,"Alex, Javi & Pilar",Eixample,Sant Antoni,41.37731,2.16445,Entire home/apt,75,2,311,2019-07-28,4.11,3,36
1110057,090. Dr. Rizal Apartment,396363,Oscar And Diego,Gràcia,la Vila de Gràcia,41.39641,2.15712,Entire home/apt,166,2,7,2019-05-03,0.10,98,334
1111406,GIRONA 111 PEDRERA B APARTMENT,6099660,Barcelona Bedroom,Eixample,la Dreta de l'Eixample,41.39643,2.16758,Entire home/apt,75,1,67,2019-07-11,1.44,47,82
1111408,GIRONA 111 PEDRERA A APARTMENT,6099660,Barcelona Bedroom,Eixample,la Dreta de l'Eixample,41.39761,2.16802,Entire home/apt,75,1,48,2019-06-08,0.73,47,77
1111410,MONTJUIC FOUNTAINS APARTMENT,6099660,Barcelona Bedroom,Sants-Montjuïc,el Poble Sec,41.37249,2.15573,Entire home/apt,95,1,50,2019-07-14,0.85,47,49
1111412,GÜELL PARK APARTMENT,6099660,Barcelona Bedroom,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,41.40447,2.13859,Entire home/apt,100,1,81,2019-07-23,1.23,47,70
1111418,"EIXAMPLE FREE 211, 1 1 APARTMENT",6099660,Barcelona Bedroom,Eixample,l'Antiga Esquerra de l'Eixample,41.39214,2.15163,Entire home/apt,80,1,35,2019-07-27,0.66,47,75
1112838,Spacious and quiet duplex apartment in Poble Sec,6107595,Cristina,Sants-Montjuïc,el Poble Sec,41.37479,2.15566,Entire home/apt,130,3,140,2019-07-27,1.84,1,181
1113540,APARTAMENTO LAS ARENAS,4864707,Rocío,Sants-Montjuïc,Hostafrancs,41.37561,2.14682,Entire home/apt,100,3,97,2019-07-20,1.46,5,132
1113852,"AWESOME LOCATION , BIG APARMENT, 3 BEDROOMS",3392163,Luisa,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.3849,2.18057,Entire home/apt,180,5,41,2019-07-23,0.54,1,35
1114170,"Patio home, Gracia",6001714,Irene,Gràcia,la Vila de Gràcia,41.40112,2.15182,Private room,17,30,65,2017-05-26,0.87,2,193
1114343,Rent room - alquiler habitación,2647278,M.Francisca,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.40124,2.13874,Private room,40,1,11,2019-02-25,0.19,3,344
1117469,Cerca Plaza España y estación tren,3002774,Joana,Sants-Montjuïc,Sants,41.38242,2.14002,Entire home/apt,125,3,25,2014-09-03,0.34,1,137
1117699,Relax in the Raval - Double w. Bath,4042185,Isabel Y Erwin,Ciutat Vella,el Raval,41.37769,2.16905,Private room,60,3,126,2019-07-22,1.67,1,301
1119598,Flat with views to Sagrada Famila,71615,Mireia And Maria,Eixample,la Sagrada Família,41.40268,2.17222,Entire home/apt,98,1,57,2019-07-27,0.96,29,89
1124129,WIFI Nice apartment 10mn SagFamilia,6166581,Koni,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40601,2.16424,Entire home/apt,88,3,327,2019-07-25,4.34,5,306
1125212,Large Family Apartment Eixample,2201772,Dimitry,Eixample,la Nova Esquerra de l'Eixample,41.38728,2.15153,Entire home/apt,350,3,14,2019-06-26,0.19,11,365
1129827,My Address in Barcelona 11,4985749,Patricia,Eixample,la Dreta de l'Eixample,41.39172,2.1765,Entire home/apt,375,5,101,2019-07-06,1.41,11,247
1132445,DOLCE : near the Sagrada Familia,3601196,Mar,Sant Martí,el Camp de l'Arpa del Clot,41.4117,2.17831,Entire home/apt,90,3,67,2019-07-02,0.89,6,19
1136066,Cozy room in excelent location,5754040,Lenimar,Sants-Montjuïc,Sants,41.37671,2.14102,Private room,20,31,1,2013-06-20,0.01,2,288
1136172,Duplex Bac de Roda - Beach - 1,10223142,David,Sant Martí,el Poblenou,41.40247,2.20828,Entire home/apt,200,3,73,2019-07-04,0.99,5,30
1136207,Great Room! Excelent location,5754040,Lenimar,Sants-Montjuïc,Hostafrancs,41.37632,2.14227,Private room,25,30,0,,,2,315
1136384,Aribau Apartment Top renovated,2646488,Antonio,Eixample,l'Antiga Esquerra de l'Eixample,41.389,2.16,Entire home/apt,185,2,151,2019-07-31,2.26,1,218
1136527,BETHROOM FOR RENT,5840078,Maricarmen,Eixample,la Nova Esquerra de l'Eixample,41.38417,2.14772,Private room,25,4,52,2019-07-08,1.10,3,300
1137154,Duplex Bac de Roda - Beach - 2,10223142,David,Sant Martí,el Poblenou,41.40302,2.20818,Entire home/apt,200,3,42,2019-07-04,0.58,5,29
1139069,Designer 2Br Affordable Apt,4212095,Elio / Wilken,Les Corts,les Corts,41.38502,2.13222,Entire home/apt,110,2,51,2019-06-19,0.67,19,34
1139434,Nice & Cute Apartment In Poblenou,2304846,Ninona,Sant Martí,el Poblenou,41.40008,2.20569,Entire home/apt,98,2,146,2019-07-18,1.94,3,225
1139564,1214 - Two Bedrooms Ciutadella Apartment,5729069,Barcelona,Sant Martí,la Vila Olímpica del Poblenou,41.39151,2.19098,Entire home/apt,285,3,22,2019-07-11,0.32,24,111
1139791,Bright room in Parc Guell,6251419,Donato,Gràcia,la Salut,41.41081,2.15025,Private room,20,3,198,2019-07-25,2.62,1,290
1139810,2 CONFORTABLES HABITACIONES BARCELONA CENTRO!,6251533,Aliona,Ciutat Vella,el Raval,41.3791,2.16851,Private room,35,1,78,2019-07-20,1.06,1,236
1139849,1215 - Ciutadella Pretty Apartment,5729069,Barcelona,Sant Martí,la Vila Olímpica del Poblenou,41.39302,2.19246,Entire home/apt,290,3,6,2019-04-17,0.12,24,129
1140144,Sunny apartment in Eixample - Sagrada Familia,3376710,Maria StayBarcelona,Sant Martí,el Clot,41.40554,2.18444,Entire home/apt,60,32,0,,,41,255
1145940,APARTMENT WITH GARDEN &PRIVATE POOL,6283535,Margarita,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40834,2.16629,Entire home/apt,230,2,172,2019-07-29,2.36,1,308
1146036,Sunny & Large room,971511,Silvia,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40281,2.16547,Private room,80,2,57,2019-07-15,1.12,2,0
1146219,Comfortable/full equip.Sant Gervasi,2475597,Javier,Sarrià-Sant Gervasi,el Putxet i el Farró,41.40896,2.14036,Entire home/apt,75,3,72,2019-07-30,1.13,1,1
1147333,HISTORIC+LUXURY+CENTRAL+HOMELY+WIFI+3bd+TERRACE,6289073,Helen,Eixample,la Dreta de l'Eixample,41.39583,2.16992,Entire home/apt,171,4,53,2019-07-07,0.80,1,340
1147500,GREAT OFFER AT RAMBLA CATALUNYA!!,612665,Oscar,Eixample,la Dreta de l'Eixample,41.38933,2.16612,Entire home/apt,90,3,78,2019-07-22,1.03,8,202
1149191,Modern & beautiful flat w/ terrace,6299958,Pedro,Sarrià-Sant Gervasi,el Putxet i el Farró,41.41037,2.14047,Entire home/apt,100,2,89,2019-07-31,1.20,3,250
1150062,New modern apt. w/ commun terrace,6299958,Pedro,Sarrià-Sant Gervasi,el Putxet i el Farró,41.41021,2.13927,Entire home/apt,95,2,66,2019-07-20,1.62,3,299
1150128,Nice apartment with common terrace.,6299958,Pedro,Sarrià-Sant Gervasi,el Putxet i el Farró,41.41044,2.13974,Entire home/apt,95,2,86,2019-07-31,1.29,3,302
1154032,BAITA MUNTANER,6324464,Rossella & Ignazio,Eixample,l'Antiga Esquerra de l'Eixample,41.38984,2.15446,Entire home/apt,79,1,257,2019-07-23,3.40,1,318
1154761,"Eixample, Valeri 2",14580203,Brummell,Eixample,l'Antiga Esquerra de l'Eixample,41.38591,2.15912,Entire home/apt,150,2,36,2019-07-19,0.48,5,120
1157783,WHY NOT?UN ESPACIO PARA DISFRUTAR,1881106,Maria Rita,Eixample,la Nova Esquerra de l'Eixample,41.38034,2.14942,Private room,27,2,135,2019-07-24,1.81,1,20
1158951,VILADOMAT -OFFER!!!! A/C AIRE ACONDICIONADO-,5692445,Isabel,Eixample,la Nova Esquerra de l'Eixample,41.38041,2.1562,Private room,40,2,152,2019-08-04,2.01,8,359
1159222,Habitación luminosa super céntrica con balcón,5559536,Ivy & Javi,Eixample,l'Antiga Esquerra de l'Eixample,41.38688,2.16321,Private room,36,2,90,2019-08-08,1.80,3,6
1161251,bright rooftop flat with terrace,4433021,Andrea,Gràcia,la Vila de Gràcia,41.39958,2.15788,Entire home/apt,83,3,155,2019-07-28,2.05,1,98
1161417,Amazing apartment in Gracia,6362995,Ana,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40173,2.16452,Entire home/apt,85,3,293,2019-07-27,3.87,1,281
1164746,IndiaRoom in Spacious Apartment,7521925,YayaMaria Sisters,Sarrià-Sant Gervasi,el Putxet i el Farró,41.40212,2.14969,Private room,40,31,10,2018-08-14,0.14,3,132
1165432,Amazing & Safe stay for families well located,3744544,Marta+Paul,Eixample,la Dreta de l'Eixample,41.39929,2.16407,Entire home/apt,270,3,91,2019-08-08,1.41,33,325
1166075,Room in cosy appartment in Barcelona city center!,6386184,Noe,Eixample,Sant Antoni,41.3762,2.16107,Private room,28,2,48,2019-03-02,1.95,1,38
1166482,three streets of the holy family.,6250466,Alex :)   WELCOME.¡¡SAGRADA FAMILIA,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40613,2.16803,Private room,45,1,18,2017-08-29,0.24,1,225
1166491,Sweet BCN One Bedroom Apartment - Park Guell,1205494,Gian Franco,Sarrià-Sant Gervasi,el Putxet i el Farró,41.40566,2.14533,Entire home/apt,90,1,22,2019-07-25,0.34,7,325
1168945,Borne Laranja apartment,3376710,Maria StayBarcelona,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.3881,2.18131,Entire home/apt,50,32,2,2017-04-29,0.03,41,365
1169088,Next to Barcelona Fair and Magic Fountain,1986299,Clickandflat,Eixample,Sant Antoni,41.37587,2.15375,Entire home/apt,90,1,29,2019-07-17,1.16,18,68
1169142,Great experience guaranteed,3744544,Marta+Paul,Eixample,la Dreta de l'Eixample,41.3957,2.16934,Entire home/apt,80,3,54,2019-07-17,1.37,33,330
1169191,SAGRADA FAMILIA APARTMENT,6402136,Enric,Eixample,la Sagrada Família,41.40262,2.17366,Entire home/apt,399,2,147,2019-07-31,1.98,1,335
1169430,Ramblas Clock Apartment,2439400,Key Inn,Ciutat Vella,el Barri Gòtic,41.37935,2.17806,Entire home/apt,180,2,37,2019-06-21,0.64,47,267
1181739,VERY CENTRIC & SPACIOUS. Breakfast,3424464,Ramon,Sants-Montjuïc,el Poble Sec,41.37466,2.16914,Private room,26,4,421,2019-07-23,5.62,3,17
1182345,FAMILY APARTMENT IN THE CITY CENTRE,6444776,Gemma,Eixample,la Dreta de l'Eixample,41.39991,2.16631,Entire home/apt,149,4,70,2019-07-29,0.94,1,99
1186442,Barcelona Comtal 21 apartment,6436558,Inmuebles,Eixample,Sant Antoni,41.37667,2.16264,Entire home/apt,115,3,24,2019-08-07,0.38,9,290
1186506,Barcelona Comtal 22 apartment,6436558,Inmuebles,Eixample,Sant Antoni,41.37684,2.16061,Entire home/apt,115,3,46,2019-08-07,0.71,9,297
1186521,Barcelona Comtal 41 apartment,6436558,Inmuebles,Eixample,Sant Antoni,41.37684,2.16262,Entire home/apt,110,3,54,2019-08-08,0.85,9,280
1186539,Barcelona Comtal 42 apartment,6436558,Inmuebles,Eixample,Sant Antoni,41.37699,2.16298,Entire home/apt,105,3,49,2019-07-22,0.76,9,309
1186559,Barcelona Comtal 43 apartment,6436558,Inmuebles,Eixample,Sant Antoni,41.37639,2.16137,Entire home/apt,105,3,17,2019-06-18,0.27,9,288
1188839,great Terrace&lift city center,5432336,Patricia,Gràcia,la Vila de Gràcia,41.39922,2.15761,Entire home/apt,58,1,220,2019-07-14,2.92,15,115
1190491,Apartment near Sagrada Familia,2774073,Juanan,Eixample,la Dreta de l'Eixample,41.39959,2.1671,Entire home/apt,77,4,154,2019-08-06,2.08,1,160
1193162,Terrace with PARKING!!!,2083075,Rentemporal Barcelona Sl,Eixample,l'Antiga Esquerra de l'Eixample,41.38666,2.15956,Entire home/apt,101,3,224,2019-08-06,2.99,3,82
1193842,BEAUTIFUL bright CENTRAL flat,6524172,Albert,Sants-Montjuïc,el Poble Sec,41.37152,2.16116,Entire home/apt,150,7,61,2019-07-14,0.85,1,327
1193941,AMPLE ROOM FOR 3 AT THE GOTHIC QUARTER WITH A/A,6524683,Flor,Ciutat Vella,el Barri Gòtic,41.38141,2.1756,Private room,49,2,450,2019-08-06,6.31,2,52
1194696,Small bedroom 15 min from Sagrada Familia,6528711,Tania,Sant Martí,Provençals del Poblenou,41.4179,2.2082,Private room,24,5,57,2019-07-27,0.77,1,0
1196312,Borbo Beach Apartment,6521082,Francisco,Ciutat Vella,la Barceloneta,41.38036,2.18704,Entire home/apt,104,32,6,2019-05-28,0.16,10,297
1196332,Rocafort 1 Apartment,6521082,Francisco,Eixample,la Nova Esquerra de l'Eixample,41.37946,2.15166,Entire home/apt,85,3,27,2019-05-18,0.51,10,298
1196349,Rocafort 2 Apartment,6521082,Francisco,Eixample,la Nova Esquerra de l'Eixample,41.38102,2.15317,Entire home/apt,85,3,23,2019-06-13,0.56,10,304
1196359,Rocafort 3 Apartment,6521082,Francisco,Eixample,la Nova Esquerra de l'Eixample,41.37966,2.15313,Entire home/apt,135,3,61,2019-07-28,1.16,10,316
1196377,Gran Via Apartment,6521082,Francisco,Eixample,Sant Antoni,41.37785,2.1542,Entire home/apt,85,3,42,2019-07-07,0.84,10,17
1196404,Paralel Duplex Apartment,6521082,Francisco,Sants-Montjuïc,el Poble Sec,41.37264,2.16491,Entire home/apt,155,2,48,2019-07-22,0.89,10,284
1196447,Camp Nou Stadium Apartment,6521082,Francisco,Sants-Montjuïc,Sants - Badal,41.37725,2.12799,Entire home/apt,80,3,20,2019-06-15,0.42,10,306
1197169,Amazing City Villa & Great Garden,3479346,Ewa & Pau,Sarrià-Sant Gervasi,el Putxet i el Farró,41.40799,2.1386,Entire home/apt,349,2,154,2019-08-03,2.07,15,297
1197458,Beautiful room close to the beach,6541786,Noemyh,Sant Martí,el Poblenou,41.40232,2.19779,Private room,25,1,324,2019-07-28,4.33,1,206
1198074,Two bedroom apartment,6544866,Mariana & Ramón,Eixample,la Dreta de l'Eixample,41.39137,2.17434,Entire home/apt,128,1,30,2019-07-01,0.72,10,251
1199380,Picasso Suites 1.3 Paseo de Gracia,131794,Damien,Eixample,la Dreta de l'Eixample,41.39263,2.17091,Entire home/apt,169,1,203,2019-07-23,2.71,25,322
1199382,Find Calm at a Neutral City Sanctuary with Sleek Style,131794,Damien,Eixample,la Dreta de l'Eixample,41.39577,2.17054,Entire home/apt,169,1,176,2019-07-21,2.34,25,285
1199594,Diseño y tranquilidad al lado de Plaza Cataluña,6467356,Nadia,Ciutat Vella,el Barri Gòtic,41.38595,2.17276,Entire home/apt,110,1,379,2019-08-02,5.10,1,193
1201871,Penthouse. Terrace.,3039107,Manuel,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39932,2.14733,Entire home/apt,141,2,113,2019-07-17,1.51,31,277
1202829,Modern apartment near the beach,6569922,Albert,Sant Martí,el Poblenou,41.40539,2.19969,Entire home/apt,90,3,272,2019-07-31,3.63,1,241
1202919,Large room 2/3/4 near MACBA,2930210,Michelle,Ciutat Vella,el Raval,41.38086,2.16954,Private room,50,5,4,2019-07-26,0.05,1,117
1204161,"Upper room, patio home in Gracia",6001714,Irene,Gràcia,la Vila de Gràcia,41.40143,2.15181,Private room,15,30,43,2019-06-15,0.57,2,235
1204581,"★""CAPSULE"" ♥ SAG.FAMLIA★DOUBLE ROOM",700165,Wonderful Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,41.38361,2.1584,Private room,59,3,5,2018-10-10,0.08,4,87
1206052,Sagrada Familia - Nice apartment,2848016,Eloi,Eixample,la Sagrada Família,41.4098,2.17618,Entire home/apt,100,2,54,2019-07-20,0.74,1,307
1207330,Beautiful Apartment in Barcelona,121825,Marta,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39458,2.14809,Entire home/apt,150,3,32,2018-11-16,0.43,16,0
1207407,Picasso Suites 2.1 Paseo de Gracia,131794,Damien,Eixample,la Dreta de l'Eixample,41.39839,2.16604,Entire home/apt,169,1,72,2019-07-19,0.96,25,317
1207452,Lovely Attic in Barcelona 1,121825,Marta,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39439,2.1464,Entire home/apt,150,3,41,2018-10-16,0.64,16,126
1207471,"WIFI, SUN & TERRACE! CAMP NOU APT.C",4269183,Alba,Les Corts,la Maternitat i Sant Ramon,41.37627,2.12184,Entire home/apt,38,2,268,2019-08-01,3.64,6,264
1211274,Allotja't en un elegant i lluminós pis modernista al costat de Passeig de Gràcia,6600521,Lluís¬Lali,Eixample,la Dreta de l'Eixample,41.39416,2.16365,Entire home/apt,255,3,138,2019-08-09,1.90,3,188
1211499,"Cheerful, Modern Apartment in Sant Antoni",6482644,Eloy & Maria,Eixample,Sant Antoni,41.37936,2.16088,Entire home/apt,177,2,243,2019-08-01,3.66,3,195
1213201,My Address in Barcelona 12,4985749,Patricia,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38856,2.17674,Entire home/apt,350,1,67,2019-07-11,0.89,11,287
1213275,Large double room in Plaza Cataluña,6623148,Magno,Ciutat Vella,el Barri Gòtic,41.38711,2.17344,Private room,25,2,203,2019-07-24,2.81,2,183
1215049,Rustic Gaudí - Sagrada Família,5940318,Elisabet,Eixample,la Sagrada Família,41.40995,2.17502,Entire home/apt,59,3,239,2019-08-10,3.87,1,227
1215339,My Address in Barcelona P1,4985749,Patricia,Eixample,la Dreta de l'Eixample,41.3921,2.17456,Entire home/apt,350,1,63,2019-07-01,0.84,11,285
1215451,Large Central Luxury Apartment,6633836,Luxury,Eixample,l'Antiga Esquerra de l'Eixample,41.3869,2.16083,Entire home/apt,220,3,30,2019-07-22,0.61,1,295
1216600,Cozy&Classy&Central,4101093,Eli&Agus,Eixample,la Nova Esquerra de l'Eixample,41.38199,2.15111,Entire home/apt,151,3,234,2019-07-28,3.14,12,117
1218515,Habitación cerca de playa en Gótico,6649089,Inma,Ciutat Vella,el Barri Gòtic,41.38231,2.17988,Private room,66,2,128,2019-07-17,1.95,2,134
1218609,Quiet double room in the citycenter,2745490,Bori,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38536,2.1835,Private room,38,3,22,2019-07-11,0.30,2,38
1218611,Barcelona Comtal 51 apartment,6436558,Inmuebles,Eixample,Sant Antoni,41.37813,2.16251,Entire home/apt,105,3,55,2019-08-09,1.06,9,286
1218618,Barcelona Comtal 52 apartment,6436558,Inmuebles,Eixample,Sant Antoni,41.37786,2.16079,Entire home/apt,105,3,29,2019-07-21,0.45,9,307
1218626,Barcelona Comtal 53 apartment,6436558,Inmuebles,Eixample,Sant Antoni,41.37656,2.16075,Entire home/apt,105,3,10,2019-07-07,0.37,9,301
1220091,"Habitación bonita y barata !!!!
",3754260,Lisandro,Sant Andreu,Navas,41.41588,2.1868,Private room,20,30,14,2018-09-30,0.23,1,96
1222097,Apartment near Sagrada Familia,155686,Sonia,Eixample,la Sagrada Família,41.40842,2.17676,Entire home/apt,54,31,13,2019-06-15,0.22,2,351
1222290,4 BED+9 PEOPLE+LUXURY+CITY CENTER,5314041,Claudia,Eixample,Sant Antoni,41.38538,2.16405,Entire home/apt,450,4,4,2018-05-12,0.12,4,87
1224736,It has an attic and an ancient tower of the 19th century,6680972,Esther,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38528,2.17819,Private room,69,2,396,2019-07-27,5.28,2,302
1225103,Cozy apartment in the heart of the city,6638407,Tirso&Noemi,Eixample,l'Antiga Esquerra de l'Eixample,41.38322,2.15858,Entire home/apt,151,1,99,2019-08-03,1.98,1,301
1229996,Charming ground floor at Gracia !,6709450,Alessandro,Gràcia,la Vila de Gràcia,41.40558,2.16167,Entire home/apt,195,3,209,2019-07-30,2.91,6,323
1230464,Nice room center apartment beautifu,3200533,Morgan,Eixample,la Nova Esquerra de l'Eixample,41.38231,2.15767,Private room,30,30,22,2019-05-31,0.43,3,0
1230779,Nice double room in Sagrada Familia,6712709,Paquita,Eixample,la Sagrada Família,41.40645,2.1736,Private room,55,2,120,2019-06-15,1.88,1,204
